# Matrice de poids aléatoires pour grille 50x50 avec P=100 obstacles
# Poids générés aléatoirement entre 0 et 1000
# Les obstacles sont indiqués par [poids]

Format: Ligne,Colonne,Est_Obstacle,Poids
34,23,0,331
34,24,0,816
34,25,0,628
34,26,0,750
34,27,0,898
34,28,0,557
34,29,0,106
34,30,0,491
34,31,0,631
34,32,0,189
34,33,1,10
34,34,0,536
34,35,0,430
34,36,0,811
34,37,0,777
34,38,0,289
34,39,0,409
34,40,0,763
34,41,0,184
34,42,0,415
34,43,0,532
34,44,0,304
34,45,0,287
34,46,0,823
34,47,0,600
34,48,0,164
34,49,0,70
35,0,0,554
35,1,0,469
35,2,0,864
35,3,0,157
35,4,0,380
35,5,0,51
35,6,0,642
35,7,0,345
35,8,0,543
35,9,0,62
35,10,0,855
35,11,0,595
35,12,0,83
35,13,0,824
35,14,0,178
35,15,0,857
35,16,0,550
35,17,0,807
35,18,0,591
35,19,0,941
35,20,0,756
35,21,0,663
35,22,0,169
35,23,0,50
35,24,0,561
35,25,0,447
35,26,0,190
35,27,0,474
35,28,0,509
35,29,0,938
35,30,0,88
35,31,0,916
35,32,0,985
35,33,0,436
35,34,0,698
35,35,0,235
35,36,0,424
35,37,0,693
35,38,0,559
35,39,0,180
35,40,0,813
35,41,0,837
35,42,0,225
35,43,0,789
35,44,0,771
35,45,0,590
35,46,0,52
35,47,0,433
35,48,0,857
35,49,0,608
36,0,0,80
36,1,0,688
36,2,0,632
36,3,0,639
36,4,0,566
36,5,0,749
36,6,0,490
36,7,0,687
36,8,0,280
36,9,0,303
36,10,0,581
36,11,0,191
36,12,0,486
36,13,0,385
36,14,0,50
36,15,0,314
36,16,0,535
36,17,0,376
36,18,0,90
36,19,0,984
36,20,0,168
36,21,0,146
36,22,0,277
36,23,0,494
36,24,0,393
36,25,0,62
36,26,0,401
36,27,0,834
36,28,0,925
36,29,0,183
36,30,0,699
36,31,0,346
36,32,0,383
36,33,0,26
36,34,0,854
36,35,0,655
36,36,0,936
36,37,0,746
36,38,0,701
36,39,0,692
36,40,0,620
36,41,0,192
36,42,0,491
36,43,0,175
36,44,0,906
36,45,0,373
36,46,0,253
36,47,0,959
36,48,0,376
36,49,0,890
37,0,0,416
37,1,0,525
37,2,0,589
37,3,0,258
37,4,0,635
37,5,0,602
37,6,0,531
37,7,0,292
37,8,0,851
37,9,0,885
37,10,0,416
37,11,0,309
37,12,0,620
37,13,0,111
37,14,0,511
37,15,0,912
37,16,0,562
37,17,0,687
37,18,0,742
37,19,0,877
37,20,0,68
37,21,0,367
37,22,0,146
37,23,0,281
37,24,0,323
37,25,0,592
37,26,0,501
37,27,1,25
37,28,0,236
37,29,0,573
37,30,0,928
37,31,0,465
37,32,0,136
37,33,1,12
37,34,0,670
37,35,0,63
37,36,0,297
37,37,0,290
37,38,0,74
37,39,0,879
37,40,0,545
37,41,0,565
37,42,0,753
37,43,0,218
37,44,0,837
37,45,0,347
37,46,0,151
37,47,0,508
37,48,0,842
37,49,0,421
38,0,0,526
38,1,0,571
38,2,0,649
38,3,0,786
38,4,0,877
38,5,0,578
38,6,0,223
38,7,0,345
38,8,0,59
38,9,0,732
38,10,0,470
38,11,0,771
38,12,0,414
38,13,0,536
38,14,0,266
38,15,0,784
38,16,0,961
38,17,0,804
38,18,1,40
38,19,0,315
38,20,0,956
38,21,0,569
38,22,0,169
38,23,0,445
38,24,0,452
38,25,0,481
38,26,0,940
38,27,0,454
38,28,0,850
38,29,0,727
38,30,0,970
38,31,0,581
38,32,1,7
38,33,0,613
38,34,0,861
38,35,0,226
38,36,0,545
38,37,1,1
38,38,0,149
38,39,0,513
38,40,0,203
38,41,0,762
38,42,0,166
38,43,0,467
38,44,0,452
38,45,0,108
38,46,0,221
38,47,0,300
38,48,0,207
38,49,0,157
39,0,0,944
39,1,0,56
39,2,0,280
39,3,0,688
39,4,0,137
39,5,0,475
39,6,0,381
39,7,1,5
39,8,0,697
39,9,0,71
39,10,0,783
39,11,0,293
39,12,0,157
39,13,0,186
39,14,0,768
39,15,0,410
39,16,0,894
39,17,0,139
39,18,0,762
39,19,0,628
39,20,0,832
39,21,0,386
39,22,0,497
39,23,0,82
39,24,0,145
39,25,0,455
39,26,0,235
39,27,0,364
39,28,0,890
39,29,0,72
39,30,1,24
39,31,0,445
39,32,0,613
39,33,0,544
39,34,0,526
39,35,0,606
39,36,0,411
39,37,0,373
39,38,0,944
39,39,0,740
39,40,0,276
39,41,0,765
39,42,0,454
39,43,0,824
39,44,0,560
39,45,0,426
39,46,0,689
39,47,0,649
39,48,0,168
39,49,0,508
40,0,0,318
40,1,0,971
40,2,0,447
40,3,0,387
40,4,0,237
40,5,0,414
40,6,0,683
40,7,0,616
40,8,0,722
40,9,0,780
40,10,0,567
40,11,0,357
40,12,0,547
40,13,0,271
40,14,0,430
40,15,0,564
40,16,0,372
40,17,0,433
40,18,0,103
40,19,0,618
40,20,0,838
40,21,0,123
40,22,0,120
40,23,0,461
40,24,1,16
40,25,0,354
40,26,0,69
40,27,0,985
40,28,0,894
40,29,0,408
40,30,0,892
40,31,0,728
40,32,0,625
40,33,0,924
40,34,0,708
40,35,0,76
40,36,0,681
40,37,0,465
40,38,0,687
40,39,0,371
40,40,0,685
40,41,0,869
40,42,0,594
40,43,0,371
40,44,0,599
40,45,0,553
40,46,0,904
40,47,0,649
40,48,0,934
40,49,0,690
41,0,0,616
41,1,0,921
41,2,0,902
41,3,0,828
41,4,0,771
41,5,0,889
41,6,0,777
41,7,0,96
41,8,0,584
41,9,0,135
41,10,0,234
41,11,0,588
41,12,0,248
41,13,0,651
41,14,0,358
41,15,0,504
41,16,0,817
41,17,0,191
41,18,0,491
41,19,0,573
41,20,0,453
41,21,0,708
41,22,0,627
41,23,0,517
41,24,0,163
41,25,0,118
41,26,0,926
41,27,0,240
41,28,0,457
41,29,1,29
41,30,0,935
41,31,0,115
41,32,0,159
41,33,0,725
41,34,0,647
41,35,0,920
41,36,0,732
41,37,0,792
41,38,0,561
41,39,0,337
41,40,0,455
41,41,0,76
41,42,0,414
41,43,0,230
41,44,0,92
41,45,0,401
41,46,0,85
41,47,0,308
41,48,0,729
41,49,0,722
42,0,0,917
42,1,0,571
42,2,0,536
42,3,0,420
42,4,0,622
42,5,0,567
42,6,0,864
42,7,1,17
42,8,0,826
42,9,0,404
42,10,0,733
42,11,0,136
42,12,0,736
42,13,0,647
42,14,0,300
42,15,0,217
42,16,0,130
42,17,0,466
42,18,0,522
42,19,0,703
42,20,0,350
42,21,0,796
42,22,0,793
42,23,0,444
42,24,0,649
42,25,0,502
42,26,0,884
42,27,0,715
42,28,1,44
42,29,0,880
42,30,0,516
42,31,0,70
42,32,0,473
42,33,0,741
42,34,0,952
42,35,0,841
42,36,1,33
42,37,0,547
42,38,0,787
42,39,0,606
42,40,1,0
42,41,0,179
42,42,0,176
42,43,0,740
42,44,0,649
42,45,0,860
42,46,0,747
42,47,0,720
42,48,0,767
42,49,0,498
43,0,0,269
43,1,0,814
43,2,0,909
43,3,0,55
43,4,0,494
43,5,0,484
43,6,1,38
43,7,0,677
43,8,0,202
43,9,0,426
43,10,1,43
43,11,0,310
43,12,0,906
43,13,0,892
43,14,0,581
43,15,0,65
43,16,0,506
43,17,0,115
43,18,0,799
43,19,0,719
43,20,0,669
43,21,0,352
43,22,0,800
43,23,0,57
43,24,0,608
43,25,0,939
43,26,1,25
43,27,0,333
43,28,0,760
43,29,0,180
43,30,1,33
43,31,0,686
43,32,0,563
43,33,0,98
43,34,0,76
43,35,0,152
43,36,0,748
43,37,0,843
43,38,0,688
43,39,0,768
43,40,0,945
43,41,0,298
43,42,0,566
43,43,0,914
43,44,0,99
43,45,0,188
43,46,0,926
43,47,0,834
43,48,0,306
43,49,0,456
44,0,0,763
44,1,0,116
44,2,0,665
44,3,0,311
44,4,0,330
44,5,0,789
44,6,0,147
44,7,0,637
44,8,0,991
44,9,0,436
44,10,0,322
44,11,0,429
44,12,0,334
44,13,0,701
44,14,0,649
44,15,0,265
44,16,0,826
44,17,0,107
44,18,0,788
44,19,0,487
44,20,0,321
44,21,0,541
44,22,0,825
44,23,0,674
44,24,0,272
44,25,1,42
44,26,0,528
44,27,0,561
44,28,0,958
44,29,0,247
44,30,0,897
44,31,0,800
44,32,0,995
44,33,0,304
44,34,0,696
44,35,0,363
44,36,0,350
44,37,0,78
44,38,0,602
44,39,0,897
44,40,0,740
44,41,0,843
44,42,0,493
44,43,0,443
44,44,0,894
44,45,0,681
44,46,0,818
44,47,0,487
44,48,0,512
44,49,0,873
45,0,0,587
45,1,0,105
45,2,0,258
45,3,0,688
45,4,0,468
45,5,0,85
45,6,0,355
45,7,0,333
45,8,0,722
45,9,0,624
45,10,0,475
45,11,0,978
45,12,0,455
45,13,0,148
45,14,0,771
45,15,0,498
45,16,0,164
45,17,1,41
45,18,0,442
45,19,0,983
45,20,0,511
45,21,0,912
45,22,0,323
45,23,0,508
45,24,0,286
45,25,0,218
45,26,0,170
45,27,0,217
45,28,0,879
45,29,0,998
45,30,0,645
45,31,0,374
45,32,0,333
45,33,0,846
45,34,0,742
45,35,0,557
45,36,0,548
45,37,0,361
45,38,0,242
45,39,0,842
45,40,0,502
45,41,0,335
45,42,0,963
45,43,0,798
45,44,0,882
45,45,1,37
45,46,0,635
45,47,0,288
45,48,0,981
45,49,0,90
46,0,0,806
46,1,0,182
46,2,0,848
46,3,0,919
46,4,0,579
46,5,0,902
46,6,0,103
46,7,0,789
46,8,0,220
46,9,0,786
46,10,0,146
46,11,0,96
46,12,0,513
46,13,0,455
46,14,0,123
46,15,0,135
46,16,0,761
46,17,0,78
46,18,0,359
46,19,0,620
46,20,0,499
46,21,0,342
46,22,0,409
46,23,0,587
46,24,0,598
46,25,0,774
46,26,0,819
46,27,0,547
46,28,0,791
46,29,0,409
46,30,0,520
46,31,0,158
46,32,0,736
46,33,0,88
46,34,0,863
46,35,0,953
46,36,1,10
46,37,0,731
46,38,0,946
46,39,0,850
46,40,0,537
46,41,0,694
46,42,0,529
46,43,0,262
46,44,0,689
46,45,0,486
46,46,0,282
46,47,0,983
46,48,0,172
46,49,0,957
47,0,0,302
47,1,0,986
47,2,0,506
47,3,0,820
47,4,0,885
47,5,0,104
47,6,0,721
47,7,0,570
47,8,0,111
47,9,0,413
47,10,0,962
47,11,0,838
47,12,0,803
47,13,0,349
47,14,0,217
47,15,0,927
47,16,0,349
47,17,0,519
47,18,0,485
47,19,0,206
47,20,0,948
47,21,0,958
47,22,0,49
47,23,0,390
47,24,0,306
47,25,0,156
47,26,0,224
47,27,0,503
47,28,0,956
47,29,0,968
47,30,0,590
47,31,0,974
47,32,0,527
47,33,0,792
47,34,0,886
47,35,0,368
47,36,0,668
47,37,0,584
47,38,1,18
47,39,0,652
47,40,0,263
47,41,0,985
47,42,0,691
47,43,0,209
47,44,0,669
47,45,0,891
47,46,0,557
47,47,0,242
47,48,0,358
47,49,0,611
48,0,0,571
48,1,0,281
48,2,0,546
48,3,0,859
48,4,0,567
48,5,0,397
48,6,0,179
48,7,0,918
48,8,0,270
48,9,0,703
48,10,0,70
48,11,0,686
48,12,0,330
48,13,0,670
48,14,0,224
48,15,0,879
48,16,0,286
48,17,0,554
48,18,0,644
48,19,0,192
48,20,0,719
48,21,0,592
48,22,0,473
48,23,0,765
48,24,0,1000
48,25,0,339
48,26,0,280
48,27,0,895
48,28,1,3
48,29,1,46
48,30,0,782
48,31,0,925
48,32,0,600
48,33,0,461
48,34,0,149
48,35,0,913
48,36,0,62
48,37,0,398
48,38,0,962
48,39,0,779
48,40,0,741
48,41,0,828
48,42,0,888
48,43,0,924
48,44,0,257
48,45,0,260
48,46,0,445
48,47,0,209
48,48,0,910
48,49,0,219
49,0,0,983
49,1,0,502
49,2,0,755
49,3,0,365
49,4,0,671
49,5,0,320
49,6,0,612
49,7,0,867
49,8,0,554
49,9,0,523
49,10,0,730
49,11,0,813
49,12,0,607
49,13,0,749
49,14,0,702
49,15,0,570
49,16,0,855
49,17,0,95
49,18,0,798
49,19,0,991
49,20,0,900
49,21,0,374
49,22,0,432
49,23,0,667
49,24,0,587
49,25,1,22
49,26,0,502
49,27,0,665
49,28,0,239
49,29,0,67
49,30,0,336
49,31,0,292
49,32,0,797
49,33,0,325
49,34,0,253
49,35,0,428
49,36,0,344
49,37,0,696
49,38,0,211
49,39,0,358
49,40,0,953
49,41,0,773
49,42,0,551
49,43,0,420
49,44,0,681
49,45,1,36
49,46,0,574
49,47,0,837
49,48,0,357
49,49,0,177

==================================================
STATISTIQUES:
Somme de tous les poids: 1264761
Somme des poids des obstacles: 2341
Nombre d'obstacles: 100
Poids moyen de tous les cases: 505.90
Poids moyen des obstacles: 23.41
Pourcentage du poids total utilisé: 0.19%
