Category,Cycle ID,Quantity,Basket ID
Raw green,1104,1,6
Raw green,552,1,6
Raw green,276,1,6
Raw green,248,1,6
Raw green,1007,1,6
Raw green,1110,1,6
Raw green,722,1,6
Raw green,1025,1,6
Raw green,247,1,6
Raw green,458,1,6
Raw green,150,1,6
Raw green,463,1,6
Raw green,736,1,6
Raw green,438,1,6
Raw green,145,1,6
Raw green,1026,1,6
Raw green,563,2,6
Raw green,1105,1,6
Raw green,730,1,6
Raw green,266,1,6
Raw green,550,1,6
Root crop,533,1,6
Root crop,166,1,6
Root crop,243,1,6
Root crop,1080,1,6
Root crop,880,1,6
Root crop,529,1,6
Root crop,20,1,6
Root crop,746,1,6
Root crop,171,1,6
Root crop,878,1,6
Root crop,227,1,6
Root crop,318,1,6
Root crop,172,1,6
Root crop,163,1,6
Root crop,544,1,6
Root crop,879,1,6
Root crop,530,1,6
Root crop,19,1,6
Root crop,18,1,6
Tomato,855,3,6
Tomato,291,1,6
Tomato,282,2,6
Tomato,579,2,6
Tomato,1120,1,6
Tomato,858,2,6
Tomato,860,1,6
Tomato,572,1,6
Tomato,577,2,6
Tomato,854,2,6
Tomato,1122,1,6
Tomato,1128,1,6
Tomato,578,1,6
Carrot,330,1,7
Carrot,28,1,7
Carrot,35,1,7
Carrot,612,1,7
Carrot,611,1,7
Carrot,338,1,7
Carrot,609,1,7
Carrot,610,1,7
Carrot,896,1,7
Carrot,31,2,7
Carrot,894,2,7
Carrot,30,1,7
Condiment crop,1053,1,7
Condiment crop,488,1,7
Condiment crop,587,1,7
Condiment crop,180,1,7
Condiment crop,1049,3,7
Condiment crop,177,1,7
Condiment crop,585,1,7
Condiment crop,5,1,7
Condiment crop,184,1,7
Condiment crop,4,1,7
Condiment crop,496,1,7
Condiment crop,580,1,7
Condiment crop,863,1,7
Condiment crop,582,1,7
Condiment crop,751,1,7
Condiment crop,173,1,7
Condiment crop,489,1,7
Condiment crop,8,1,7
Condiment crop,6,1,7
Condiment crop,763,1,7
Condiment crop,868,1,7
Condiment crop,865,2,7
Condiment crop,179,1,7
Condiment crop,487,2,7
Condiment crop,581,1,7
Condiment crop,964,1,7
Condiment crop,492,1,7
Condiment crop,1048,1,7
Condiment crop,7,1,7
Condiment crop,752,1,7
Condiment crop,755,1,7
Condiment crop,301,1,7
Cooked green,45,2,7
Cooked green,769,2,7
Cooked green,934,1,7
Cooked green,502,1,7
Cooked green,916,1,7
Cooked green,642,1,7
Cooked green,46,1,7
Cooked green,625,2,7
Cooked green,105,1,7
Cooked green,766,1,7
Cooked green,111,1,7
Cooked green,374,1,7
Cooked green,941,1,7
Cooked green,877,1,7
Cooked green,604,1,7
Cooked green,55,1,7
Cooked green,119,1,7
Cooked green,650,1,7
Cooked green,93,1,7
Cooked green,58,1,7
Cooked green,112,1,7
Cooked green,975,1,7
Cooked green,412,1,7
Cooked green,591,1,7
Cooked green,50,1,7
Cooked green,978,1,7
Cooked green,13,1,7
Cooked green,972,1,7
Cooked green,192,1,7
Cooked green,107,1,7
Cooked green,360,1,7
Cooked green,114,1,7
Cooked green,631,1,7
Fruit crop,1069,2,7
Fruit crop,961,4,7
Fruit crop,131,2,7
Fruit crop,121,2,7
Fruit crop,1015,2,7
Fruit crop,951,1,7
Fruit crop,82,1,7
Fruit crop,656,4,7
Fruit crop,302,2,7
Fruit crop,387,1,7
Fruit crop,130,3,7
Fruit crop,135,3,7
Fruit crop,990,2,7
Fruit crop,435,2,7
Fruit crop,428,2,7
Fruit crop,1016,3,7
Fruit crop,427,2,7
Fruit crop,508,1,7
Fruit crop,712,2,7
Fruit crop,455,1,7
Fruit crop,424,1,7
Fruit crop,124,1,7
Fruit crop,11,2,7
Fruit crop,396,4,7
Fruit crop,700,1,7
Fruit crop,995,2,7
Fruit crop,379,4,7
Fruit crop,702,1,7
Fruit crop,380,4,7
Fruit crop,989,2,7
Fruit crop,382,4,7
Fruit crop,708,2,7
Fruit crop,993,2,7
Fruit crop,453,1,7
Fruit crop,10,2,7
Fruit crop,128,2,7
Fruit crop,1066,2,7
Fruit crop,942,4,7
Fruit crop,395,4,7
Fruit crop,423,1,7
Fruit crop,778,1,7
Fruit crop,425,1,7
Fruit crop,79,4,7
Fruit crop,987,1,7
Fruit crop,127,2,7
Potato,219,1,7
Potato,1077,2,7
Potato,1130,1,7
Potato,1075,1,7
Potato,217,1,7
Potato,1078,1,7
Potato,525,1,7
Potato,216,1,7
Potato,522,1,7
Raw green,154,1,7
Raw green,263,2,7
Raw green,848,1,7
Raw green,835,2,7
Raw green,143,1,7
Raw green,463,1,7
Raw green,818,1,7
Raw green,41,1,7
Raw green,1112,1,7
Raw green,547,2,7
Raw green,849,2,7
Raw green,469,1,7
Raw green,248,1,7
Raw green,274,1,7
Raw green,565,1,7
Raw green,253,1,7
Raw green,441,2,7
Raw green,153,1,7
Raw green,1009,1,7
Raw green,473,1,7
Raw green,1110,1,7
Raw green,267,1,7
Raw green,1101,1,7
Raw green,564,1,7
Raw green,1117,1,7
Raw green,471,1,7
Raw green,139,1,7
Raw green,156,1,7
Raw green,145,1,7
Raw green,548,1,7
Raw green,824,1,7
Raw green,1097,1,7
Raw green,546,1,7
Raw green,91,1,7
Raw green,619,1,7
Raw green,273,1,7
Raw green,913,1,7
Raw green,825,1,7
Raw green,252,1,7
Raw green,262,1,7
Raw green,279,1,7
Root crop,745,1,7
Root crop,18,1,7
Root crop,227,1,7
Root crop,885,1,7
Root crop,232,1,7
Root crop,1083,1,7
Root crop,316,1,7
Root crop,242,1,7
Root crop,169,1,7
Root crop,243,1,7
Root crop,535,1,7
Root crop,807,1,7
Root crop,494,1,7
Root crop,884,1,7
Root crop,808,1,7
Root crop,222,1,7
Root crop,810,1,7
Root crop,762,1,7
Root crop,1037,1,7
Tomato,1129,2,7
Tomato,853,1,7
Tomato,860,1,7
Tomato,1128,1,7
Tomato,1123,1,7
Tomato,856,1,7
Tomato,1125,1,7
Tomato,859,1,7
Tomato,855,1,7
Tomato,576,1,7
Tomato,574,2,7
Tomato,289,2,7
Tomato,1124,1,7
Tomato,1126,1,7
Tomato,1119,1,7
Tomato,857,1,7
Tomato,571,1,7
Carrot,334,1,8
Carrot,34,1,8
Carrot,31,1,8
Carrot,30,2,8
Carrot,333,1,8
Carrot,607,1,8
Carrot,331,1,8
Carrot,338,1,8
Carrot,27,1,8
Carrot,329,1,8
Carrot,613,1,8
Carrot,330,1,8
Carrot,1132,1,8
Condiment crop,177,1,8
Condiment crop,292,1,8
Condiment crop,588,1,8
Condiment crop,758,2,8
Condiment crop,583,1,8
Condiment crop,761,1,8
Condiment crop,863,1,8
Condiment crop,581,1,8
Condiment crop,487,2,8
Condiment crop,962,2,8
Condiment crop,1047,1,8
Condiment crop,402,1,8
Condiment crop,759,2,8
Condiment crop,1050,1,8
Condiment crop,864,2,8
Condiment crop,3,1,8
Condiment crop,298,2,8
Condiment crop,963,1,8
Condiment crop,1048,1,8
Condiment crop,580,1,8
Condiment crop,174,1,8
Condiment crop,490,1,8
Condiment crop,183,1,8
Condiment crop,669,1,8
Condiment crop,185,1,8
Condiment crop,756,1,8
Condiment crop,865,1,8
Condiment crop,752,1,8
Condiment crop,867,1,8
Condiment crop,1,1,8
Cooked green,685,1,8
Cooked green,636,1,8
Cooked green,408,1,8
Cooked green,94,1,8
Cooked green,976,1,8
Cooked green,890,1,8
Cooked green,684,2,8
Cooked green,96,1,8
Cooked green,93,2,8
Cooked green,917,1,8
Cooked green,377,1,8
Cooked green,352,1,8
Cooked green,886,1,8
Cooked green,499,1,8
Cooked green,874,1,8
Cooked green,977,1,8
Cooked green,648,1,8
Cooked green,623,1,8
Cooked green,650,1,8
Cooked green,307,1,8
Cooked green,924,1,8
Cooked green,922,1,8
Cooked green,887,1,8
Cooked green,60,2,8
Cooked green,415,1,8
Cooked green,72,1,8
Cooked green,45,1,8
Cooked green,979,1,8
Cooked green,877,1,8
Cooked green,930,1,8
Cooked green,888,1,8
Cooked green,54,1,8
Cooked green,58,1,8
Fruit crop,395,4,8
Fruit crop,784,2,8
Fruit crop,988,1,8
Fruit crop,87,4,8
Fruit crop,1064,1,8
Fruit crop,699,1,8
Fruit crop,205,1,8
Fruit crop,124,1,8
Fruit crop,428,3,8
Fruit crop,199,1,8
Fruit crop,121,1,8
Fruit crop,133,2,8
Fruit crop,512,2,8
Fruit crop,132,2,8
Fruit crop,783,2,8
Fruit crop,383,5,8
Fruit crop,959,5,8
Fruit crop,303,2,8
Fruit crop,1018,1,8
Fruit crop,992,2,8
Fruit crop,1014,1,8
Fruit crop,993,2,8
Fruit crop,396,4,8
Fruit crop,945,4,8
Fruit crop,781,1,8
Fruit crop,387,1,8
Fruit crop,986,2,8
Fruit crop,1068,2,8
Fruit crop,388,1,8
Fruit crop,870,2,8
Fruit crop,213,3,8
Fruit crop,456,1,8
Fruit crop,948,4,8
Fruit crop,204,1,8
Fruit crop,510,2,8
Fruit crop,590,2,8
Fruit crop,700,1,8
Fruit crop,709,2,8
Fruit crop,989,2,8
Fruit crop,701,1,8
Fruit crop,954,4,8
Fruit crop,504,1,8
Fruit crop,786,2,8
Fruit crop,777,1,8
Fruit crop,782,1,8
Fruit crop,703,2,8
Fruit crop,776,1,8
Potato,1076,1,8
Potato,793,1,8
Potato,1078,1,8
Potato,1075,2,8
Potato,516,1,8
Potato,514,1,8
Potato,1130,1,8
Potato,519,1,8
Potato,1077,1,8
Raw green,730,1,8
Raw green,734,1,8
Raw green,726,1,8
Raw green,1109,1,8
Raw green,259,2,8
Raw green,731,2,8
Raw green,460,1,8
Raw green,156,1,8
Raw green,277,1,8
Raw green,714,1,8
Raw green,553,1,8
Raw green,911,1,8
Raw green,1096,1,8
Raw green,549,1,8
Raw green,146,2,8
Raw green,1026,1,8
Raw green,835,1,8
Raw green,1010,1,8
Raw green,910,1,8
Raw green,154,1,8
Raw green,831,1,8
Raw green,465,1,8
Raw green,473,1,8
Raw green,1100,1,8
Raw green,475,1,8
Raw green,1111,1,8
Raw green,558,1,8
Raw green,143,1,8
Raw green,148,1,8
Raw green,1110,1,8
Raw green,263,1,8
Raw green,1022,1,8
Raw green,1112,1,8
Raw green,264,1,8
Raw green,254,1,8
Raw green,1105,1,8
Raw green,819,1,8
Raw green,159,1,8
Raw green,439,2,8
Raw green,829,1,8
Raw green,842,1,8
Raw green,850,1,8
Root crop,39,1,8
Root crop,794,1,8
Root crop,484,1,8
Root crop,483,1,8
Root crop,799,1,8
Root crop,602,1,8
Root crop,814,1,8
Root crop,236,1,8
Root crop,1039,1,8
Root crop,246,1,8
Root crop,345,1,8
Root crop,804,1,8
Root crop,316,2,8
Root crop,18,1,8
Root crop,1083,1,8
Root crop,597,1,8
Root crop,531,1,8
Root crop,796,1,8
Tomato,283,2,8
Tomato,579,1,8
Tomato,570,1,8
Tomato,1123,1,8
Tomato,854,1,8
Tomato,861,2,8
Tomato,855,1,8
Tomato,858,2,8
Tomato,573,1,8
Tomato,291,1,8
Tomato,577,1,8
Tomato,284,1,8
Tomato,1124,1,8
Tomato,290,1,8
Tomato,286,1,8
Tomato,282,1,8
Tomato,1121,1,8
Carrot,899,2,9
Carrot,606,1,9
Carrot,339,1,9
Carrot,334,1,9
Carrot,31,1,9
Carrot,27,1,9
Carrot,330,1,9
Carrot,338,1,9
Carrot,612,1,9
Carrot,894,1,9
Carrot,611,1,9
Carrot,35,1,9
Carrot,332,1,9
Condiment crop,173,1,9
Condiment crop,755,1,9
Condiment crop,866,1,9
Condiment crop,1,2,9
Condiment crop,868,2,9
Condiment crop,864,1,9
Condiment crop,669,1,9
Condiment crop,402,1,9
Condiment crop,176,1,9
Condiment crop,399,2,9
Condiment crop,298,2,9
Condiment crop,965,1,9
Condiment crop,174,2,9
Condiment crop,763,1,9
Condiment crop,582,1,9
Condiment crop,181,1,9
Condiment crop,751,1,9
Condiment crop,759,1,9
Condiment crop,963,1,9
Condiment crop,177,1,9
Condiment crop,668,1,9
Condiment crop,293,1,9
Condiment crop,964,1,9
Condiment crop,493,1,9
Condiment crop,583,1,9
Condiment crop,188,1,9
Condiment crop,1047,1,9
Condiment crop,580,1,9
Condiment crop,1051,1,9
Condiment crop,756,1,9
Condiment crop,489,1,9
Cooked green,887,2,9
Cooked green,365,1,9
Cooked green,417,1,9
Cooked green,305,1,9
Cooked green,639,1,9
Cooked green,638,1,9
Cooked green,198,1,9
Cooked green,592,1,9
Cooked green,694,1,9
Cooked green,933,1,9
Cooked green,45,1,9
Cooked green,108,1,9
Cooked green,409,1,9
Cooked green,643,1,9
Cooked green,62,1,9
Cooked green,109,1,9
Cooked green,684,1,9
Cooked green,56,1,9
Cooked green,982,2,9
Cooked green,413,1,9
Cooked green,680,1,9
Cooked green,873,1,9
Cooked green,197,1,9
Cooked green,322,1,9
Cooked green,629,1,9
Cooked green,340,1,9
Cooked green,696,1,9
Cooked green,940,1,9
Cooked green,361,1,9
Cooked green,926,1,9
Cooked green,74,1,9
Cooked green,325,1,9
Cooked green,644,1,9
Cooked green,66,1,9
Fruit crop,131,2,9
Fruit crop,988,1,9
Fruit crop,207,1,9
Fruit crop,199,1,9
Fruit crop,87,4,9
Fruit crop,1014,2,9
Fruit crop,993,2,9
Fruit crop,986,1,9
Fruit crop,121,1,9
Fruit crop,779,1,9
Fruit crop,948,4,9
Fruit crop,778,1,9
Fruit crop,942,4,9
Fruit crop,435,3,9
Fruit crop,989,2,9
Fruit crop,128,2,9
Fruit crop,78,4,9
Fruit crop,132,2,9
Fruit crop,994,2,9
Fruit crop,393,4,9
Fruit crop,77,4,9
Fruit crop,1070,2,9
Fruit crop,433,2,9
Fruit crop,397,4,9
Fruit crop,10,2,9
Fruit crop,943,4,9
Fruit crop,949,5,9
Fruit crop,505,1,9
Fruit crop,202,2,9
Fruit crop,1015,2,9
Fruit crop,870,2,9
Fruit crop,951,1,9
Fruit crop,712,2,9
Fruit crop,782,1,9
Fruit crop,80,4,9
Fruit crop,990,2,9
Fruit crop,783,2,9
Fruit crop,871,2,9
Fruit crop,126,2,9
Fruit crop,699,1,9
Fruit crop,206,1,9
Fruit crop,703,2,9
Fruit crop,1017,1,9
Fruit crop,708,2,9
Fruit crop,1069,2,9
Fruit crop,987,1,9
Fruit crop,434,2,9
Potato,791,1,9
Potato,216,1,9
Potato,524,2,9
Potato,522,1,9
Potato,1078,2,9
Potato,523,1,9
Potato,514,1,9
Potato,792,1,9
Raw green,823,2,9
Raw green,1102,3,9
Raw green,827,1,9
Raw green,726,1,9
Raw green,819,1,9
Raw green,565,1,9
Raw green,445,1,9
Raw green,1010,1,9
Raw green,830,1,9
Raw green,261,1,9
Raw green,557,1,9
Raw green,465,1,9
Raw green,1009,1,9
Raw green,152,1,9
Raw green,913,1,9
Raw green,838,1,9
Raw green,549,1,9
Raw green,1011,1,9
Raw green,405,1,9
Raw green,264,1,9
Raw green,564,1,9
Raw green,817,1,9
Raw green,1110,1,9
Raw green,566,1,9
Raw green,720,1,9
Raw green,828,1,9
Raw green,141,2,9
Raw green,148,1,9
Raw green,833,1,9
Raw green,468,1,9
Raw green,279,1,9
Raw green,734,1,9
Raw green,1027,1,9
Raw green,274,1,9
Raw green,1031,1,9
Raw green,736,1,9
Raw green,561,1,9
Raw green,450,1,9
Raw green,1100,1,9
Raw green,1105,1,9
Raw green,670,1,9
Raw green,911,1,9
Root crop,244,1,9
Root crop,815,1,9
Root crop,1039,1,9
Root crop,23,1,9
Root crop,529,1,9
Root crop,746,1,9
Root crop,809,1,9
Root crop,318,1,9
Root crop,885,1,9
Root crop,1080,1,9
Root crop,24,1,9
Root crop,317,1,9
Root crop,223,1,9
Root crop,881,1,9
Root crop,236,1,9
Root crop,543,1,9
Root crop,1090,1,9
Root crop,344,1,9
Root crop,238,1,9
Tomato,286,1,9
Tomato,1125,1,9
Tomato,1129,2,9
Tomato,576,1,9
Tomato,853,1,9
Tomato,287,1,9
Tomato,291,1,9
Tomato,570,1,9
Tomato,568,1,9
Tomato,290,1,9
Tomato,284,1,9
Tomato,857,1,9
Tomato,851,1,9
Tomato,1120,1,9
Tomato,579,1,9
Tomato,1118,1,9
Tomato,282,1,9
Tomato,1124,1,9
Tomato,575,1,9
Carrot,614,1,10
Carrot,339,2,10
Carrot,27,1,10
Carrot,30,1,10
Carrot,29,1,10
Carrot,332,1,10
Carrot,898,1,10
Carrot,899,1,10
Carrot,333,2,10
Carrot,896,1,10
Carrot,609,1,10
Carrot,330,1,10
Condiment crop,491,2,10
Condiment crop,493,2,10
Condiment crop,2,1,10
Condiment crop,177,1,10
Condiment crop,176,1,10
Condiment crop,582,2,10
Condiment crop,753,1,10
Condiment crop,864,1,10
Condiment crop,862,2,10
Condiment crop,296,1,10
Condiment crop,581,2,10
Condiment crop,299,1,10
Condiment crop,754,1,10
Condiment crop,759,1,10
Condiment crop,756,1,10
Condiment crop,669,1,10
Condiment crop,488,2,10
Condiment crop,752,1,10
Condiment crop,188,1,10
Condiment crop,1050,1,10
Condiment crop,300,1,10
Condiment crop,182,1,10
Condiment crop,863,1,10
Condiment crop,757,1,10
Condiment crop,492,2,10
Condiment crop,1053,1,10
Condiment crop,868,1,10
Condiment crop,1048,1,10
Condiment crop,173,1,10
Cooked green,57,1,10
Cooked green,371,1,10
Cooked green,358,1,10
Cooked green,604,1,10
Cooked green,352,1,10
Cooked green,71,1,10
Cooked green,119,1,10
Cooked green,75,1,10
Cooked green,325,1,10
Cooked green,341,1,10
Cooked green,73,1,10
Cooked green,66,1,10
Cooked green,415,1,10
Cooked green,976,1,10
Cooked green,102,1,10
Cooked green,321,1,10
Cooked green,591,1,10
Cooked green,70,1,10
Cooked green,304,1,10
Cooked green,306,1,10
Cooked green,605,1,10
Cooked green,36,1,10
Cooked green,928,1,10
Cooked green,694,1,10
Cooked green,413,1,10
Cooked green,419,1,10
Cooked green,190,1,10
Cooked green,109,1,10
Cooked green,643,1,10
Cooked green,933,1,10
Cooked green,887,1,10
Cooked green,877,1,10
Cooked green,683,1,10
Cooked green,925,1,10
Cooked green,698,1,10
Cooked green,594,1,10
Fruit crop,1014,1,10
Fruit crop,87,4,10
Fruit crop,782,2,10
Fruit crop,134,2,10
Fruit crop,662,1,10
Fruit crop,199,1,10
Fruit crop,457,1,10
Fruit crop,11,2,10
Fruit crop,787,2,10
Fruit crop,946,5,10
Fruit crop,210,2,10
Fruit crop,871,2,10
Fruit crop,85,4,10
Fruit crop,952,1,10
Fruit crop,1061,1,10
Fruit crop,985,1,10
Fruit crop,434,3,10
Fruit crop,667,4,10
Fruit crop,436,2,10
Fruit crop,712,2,10
Fruit crop,774,3,10
Fruit crop,705,2,10
Fruit crop,395,4,10
Fruit crop,392,4,10
Fruit crop,423,1,10
Fruit crop,82,1,10
Fruit crop,213,2,10
Fruit crop,385,4,10
Fruit crop,665,4,10
Fruit crop,211,2,10
Fruit crop,990,2,10
Fruit crop,945,5,10
Fruit crop,1068,2,10
Fruit crop,950,1,10
Fruit crop,77,4,10
Fruit crop,700,1,10
Fruit crop,948,4,10
Fruit crop,83,1,10
Fruit crop,504,1,10
Fruit crop,391,4,10
Fruit crop,512,2,10
Fruit crop,203,1,10
Fruit crop,506,1,10
Fruit crop,429,2,10
Fruit crop,129,2,10
Potato,516,2,10
Potato,1075,1,10
Potato,521,1,10
Potato,520,1,10
Potato,1078,2,10
Potato,524,1,10
Potato,518,1,10
Potato,792,1,10
Raw green,846,2,10
Raw green,465,1,10
Raw green,157,1,10
Raw green,819,2,10
Raw green,561,1,10
Raw green,348,1,10
Raw green,1031,1,10
Raw green,546,1,10
Raw green,913,1,10
Raw green,276,1,10
Raw green,560,1,10
Raw green,278,2,10
Raw green,547,1,10
Raw green,713,1,10
Raw green,449,1,10
Raw green,475,1,10
Raw green,271,2,10
Raw green,257,1,10
Raw green,350,2,10
Raw green,1006,1,10
Raw green,469,1,10
Raw green,442,1,10
Raw green,280,1,10
Raw green,279,1,10
Raw green,1096,1,10
Raw green,447,1,10
Raw green,462,1,10
Raw green,463,1,10
Raw green,152,1,10
Raw green,1025,2,10
Raw green,734,2,10
Raw green,42,1,10
Raw green,551,1,10
Raw green,1099,1,10
Raw green,735,1,10
Raw green,268,1,10
Raw green,273,1,10
Raw green,844,1,10
Raw green,251,1,10
Root crop,223,1,10
Root crop,1035,1,10
Root crop,483,1,10
Root crop,485,1,10
Root crop,486,1,10
Root crop,478,1,10
Root crop,879,1,10
Root crop,1040,1,10
Root crop,814,1,10
Root crop,1039,1,10
Root crop,533,1,10
Root crop,1052,1,10
Root crop,167,1,10
Root crop,484,1,10
Root crop,346,1,10
Root crop,883,1,10
Root crop,482,1,10
Root crop,344,1,10
Root crop,744,1,10
Tomato,573,1,10
Tomato,1127,3,10
Tomato,289,1,10
Tomato,291,2,10
Tomato,290,1,10
Tomato,861,1,10
Tomato,1125,1,10
Tomato,1121,1,10
Tomato,1124,1,10
Tomato,854,1,10
Tomato,1120,1,10
Tomato,575,1,10
Tomato,1123,1,10
Tomato,281,1,10
Tomato,286,1,10
Tomato,1128,1,10
Tomato,285,1,10
